Date,RegionName,State,Metro,County,City,SizeRank,Zri,MoM,QoQ,YoY,ZriRecordCnt
1/31/2020,Eagledale,IN,Indianapolis-Carmel-Anderson,Marion County,Indianapolis,543,805,0.0033,0.0067,0,6291
1/31/2020,Downtown,IN,Indianapolis-Carmel-Anderson,Marion County,Indianapolis,626,1181,-0.0124,-0.0414,-0.0522,5214
1/31/2020,Eagle Creek,IN,Indianapolis-Carmel-Anderson,Marion County,Indianapolis,641,1099,-0.0035,-0.0043,-0.019,4992
1/31/2020,Fall Creek,IN,Indianapolis-Carmel-Anderson,Marion County,Indianapolis,658,1227,0.0033,0.0061,0.0304,5979
1/31/2020,North High School,IN,Indianapolis-Carmel-Anderson,Marion County,Indianapolis,689,1054,-0.0052,-0.002,0.0084,3970
1/31/2020,Near Southeast,IN,Indianapolis-Carmel-Anderson,Marion County,Indianapolis,694,751,-0.0023,0.0052,-0.0075,5946
1/31/2020,Garden City,IN,Indianapolis-Carmel-Anderson,Marion County,Indianapolis,700,823,-0.0004,0.017,0.0308,3361
1/31/2020,University Park,IN,Chicago-Naperville-Elgin,Lake County,Gary,713,833,-0.0066,0.0368,-0.0129,8215
1/31/2020,Crooked Creek,IN,Indianapolis-Carmel-Anderson,Marion County,Indianapolis,718,959,0.0049,-0.0131,-0.0384,3489
1/31/2020,South Franklin,IN,Indianapolis-Carmel-Anderson,Marion County,Indianapolis,743,1222,-0.0107,-0.0237,0.0936,5983
1/31/2020,Irvington,IN,Indianapolis-Carmel-Anderson,Marion County,Indianapolis,834,790,-0.0023,0.0153,0.0031,5344
1/31/2020,South Emerson,IN,Indianapolis-Carmel-Anderson,Marion County,Indianapolis,852,1098,-0.0073,0.0167,0.0322,4884
1/31/2020,Augusta-New Augusta,IN,Indianapolis-Carmel-Anderson,Marion County,Indianapolis,869,1065,-0.0031,0.0128,0.0336,4694
1/31/2020,Meridian Kessler,IN,Indianapolis-Carmel-Anderson,Marion County,Indianapolis,916,1115,-0.0108,-0.03,0.0207,5621
1/31/2020,Edgewood,IN,Indianapolis-Carmel-Anderson,Marion County,Indianapolis,935,1025,-0.0109,-0.0411,-0.0025,4192
1/31/2020,Mars Hill,IN,Indianapolis-Carmel-Anderson,Marion County,Indianapolis,945,810,-0.0088,0.0014,-0.0286,4152
1/31/2020,St Vincent-Greenbriar,IN,Indianapolis-Carmel-Anderson,Marion County,Indianapolis,969,1335,-0.0219,0.0043,-0.0205,3439
1/31/2020,Martindale-Brightwood,IN,Indianapolis-Carmel-Anderson,Marion County,Indianapolis,1021,758,-0.0016,0.0049,-0.0009,5885
1/31/2020,Galludet,IN,Indianapolis-Carmel-Anderson,Marion County,Indianapolis,1040,1218,0.0056,0.0063,0.0611,4612
1/31/2020,Nora-Far Northside,IN,Indianapolis-Carmel-Anderson,Marion County,Indianapolis,1098,1403,0.0182,0.0057,0.0088,3085
1/31/2020,Devington,IN,Indianapolis-Carmel-Anderson,Marion County,Indianapolis,1121,809,0.0098,0.0146,0.0081,3868
1/31/2020,University Heights,IN,Indianapolis-Carmel-Anderson,Marion County,Indianapolis,1206,895,-0.0073,-0.0107,0.0322,3028
1/31/2020,Butler-Tarkington,IN,Indianapolis-Carmel-Anderson,Marion County,Indianapolis,1233,1051,-0.0226,-0.0187,0.0166,3261
1/31/2020,Castleton,IN,Indianapolis-Carmel-Anderson,Marion County,Indianapolis,1282,1235,0.0078,0.0025,0.065,2807
1/31/2020,Key Meadows,IN,Indianapolis-Carmel-Anderson,Marion County,Indianapolis,1348,1115,-0.0114,0.0046,0.0249,2999
1/31/2020,Ambrige Mann,IN,Chicago-Naperville-Elgin,Lake County,Gary,1361,827,0.0206,0.0324,0.018,4496
1/31/2020,Allisonville,IN,Indianapolis-Carmel-Anderson,Marion County,Indianapolis,1389,1400,-0.0074,-0.0116,0.0337,3209
1/31/2020,North Perry,IN,Indianapolis-Carmel-Anderson,Marion County,Indianapolis,1532,799,-0.0141,0.0069,0.0083,1559
1/31/2020,Arlington Woods,IN,Indianapolis-Carmel-Anderson,Marion County,Indianapolis,1562,796,0.0127,0.0292,0.0087,2423
1/31/2020,Eastside,IN,Indianapolis-Carmel-Anderson,Marion County,Indianapolis,1619,706,-0.0022,-0.0249,-0.0338,3874
1/31/2020,Southeast Warren,IN,Indianapolis-Carmel-Anderson,Marion County,Indianapolis,1647,1134,0.0076,0.0475,0.1153,3578
1/31/2020,Delaware Trail,IN,Indianapolis-Carmel-Anderson,Marion County,Indianapolis,1726,1223,0.0009,-0.0079,0.0017,2970
1/31/2020,Near Northside,IN,Indianapolis-Carmel-Anderson,Marion County,Indianapolis,1741,938,-0.0239,-0.0449,-0.0555,3653
1/31/2020,Millersville,IN,Indianapolis-Carmel-Anderson,Marion County,Indianapolis,1764,972,0.0023,0.0222,0.0166,2361
1/31/2020,West Indianapolis,IN,Indianapolis-Carmel-Anderson,Marion County,Indianapolis,1788,797,0.0033,0.0192,0.0432,3288
1/31/2020,Near Southside,IN,Indianapolis-Carmel-Anderson,Marion County,Indianapolis,1981,774,-0.0233,-0.0442,-0.0949,2848
1/31/2020,Devonshire,IN,Indianapolis-Carmel-Anderson,Marion County,Indianapolis,2006,1414,-0.0063,-0.0136,0.0589,2354
1/31/2020,Near NW-Riverside,IN,Indianapolis-Carmel-Anderson,Marion County,Indianapolis,2011,754,-0.0093,-0.0214,-0.0539,3940
1/31/2020,Broad Ripple,IN,Indianapolis-Carmel-Anderson,Marion County,Indianapolis,2108,1246,-0.0139,-0.0154,-0.018,3401
1/31/2020,Southside,IN,Muncie,Delaware County,Muncie,2121,609,0.0021,0.0059,0.0005,3901
1/31/2020,Meadows,IN,Indianapolis-Carmel-Anderson,Marion County,Indianapolis,2210,821,0.0204,0.0386,0.0262,2301
1/31/2020,Northside,IN,Fort Wayne,Allen County,Fort Wayne,2237,843,0.0206,0.0139,0.0591,2850
1/31/2020,Hill Valley,IN,Indianapolis-Carmel-Anderson,Marion County,Indianapolis,2300,1176,-0.024,-0.0387,0.0832,2160
1/31/2020,Fountain Square,IN,Indianapolis-Carmel-Anderson,Marion County,Indianapolis,2378,860,-0.0088,-0.0202,0.0711,2733
1/31/2020,Lakes of the Four Seasons,IN,Chicago-Naperville-Elgin,Lake County,Crown Point,2380,1373,-0.02,-0.0094,0.0503,3039
1/31/2020,River Park,IN,South Bend-Mishawaka,Saint Joseph County,South Bend,2433,860,0.0012,0.013,0.0384,2967
1/31/2020,Aetna,IN,Chicago-Naperville-Elgin,Lake County,Gary,2440,815,-0.0142,0.0216,0.0198,2546
1/31/2020,Garfield Park,IN,Indianapolis-Carmel-Anderson,Marion County,Indianapolis,2463,787,-0.0176,-0.0151,0.0067,2189
1/31/2020,Five Points,IN,Indianapolis-Carmel-Anderson,Marion County,Indianapolis,2474,1107,-0.002,0.005,0.0199,2052
1/31/2020,Jacobsville,IN,Evansville,Vanderburgh County,Evansville,2492,662,-0.0101,-0.0024,0.0003,2062
1/31/2020,Southern Dunes,IN,Indianapolis-Carmel-Anderson,Marion County,Indianapolis,2555,1139,-0.0161,-0.0342,0.014,2444
1/31/2020,Brendonwood,IN,Indianapolis-Carmel-Anderson,Marion County,Indianapolis,2706,1327,0.0023,0.0167,0.0747,1311
1/31/2020,Trader's Point,IN,Indianapolis-Carmel-Anderson,Marion County,Indianapolis,2722,1264,-0.0162,0.0291,0.1156,2952
1/31/2020,Oakhill,IN,Evansville,Vanderburgh County,Evansville,2790,1197,-0.0151,-0.0858,0.0049,3479
1/31/2020,Pettit-Rudisill,IN,Fort Wayne,Allen County,Fort Wayne,2819,640,0.0173,0.0426,0.0551,2203
1/31/2020,Georgetown,IN,South Bend-Mishawaka,Saint Joseph County,South Bend,2842,1302,0.0209,-0.0052,0.0035,1685
1/31/2020,Oxford,IN,Fort Wayne,Allen County,Fort Wayne,2871,644,0.0022,0.032,0.0505,1933
1/31/2020,Downtown,IN,Elkhart-Goshen,Elkhart County,Elkhart,2901,795,0.0028,0.0323,0.029,1371
1/31/2020,Winfield,IN,Chicago-Naperville-Elgin,Lake County,Crown Point,3129,1313,-0.019,-0.0022,-0.021,2620
1/31/2020,Fairgrounds,IN,Indianapolis-Carmel-Anderson,Marion County,Indianapolis,3219,849,-0.0106,-0.0068,0.049,2067
1/31/2020,Northeast,IN,South Bend-Mishawaka,Saint Joseph County,South Bend,3453,1154,0.0183,-0.0362,-0.0558,1876
1/31/2020,Near Northwest,IN,South Bend-Mishawaka,Saint Joseph County,South Bend,3468,768,-0.0052,0.0129,0.0229,1636
1/31/2020,Poplar Grove,IN,Indianapolis-Carmel-Anderson,Marion County,Indianapolis,3533,1220,-0.0072,-0.0033,0.0504,1984
1/31/2020,Thomas Park-Avondale,IN,Muncie,Delaware County,Muncie,3624,605,0.0018,0.0064,-0.0155,1746
1/31/2020,Diamond-Stringtown,IN,Evansville,Vanderburgh County,Evansville,3759,667,-0.0264,0.0114,0.0305,1515
1/31/2020,Clearwater,IN,Indianapolis-Carmel-Anderson,Marion County,Indianapolis,3765,1175,-0.0123,-0.0117,-0.0054,1764
1/31/2020,East Gate,IN,Indianapolis-Carmel-Anderson,Marion County,Indianapolis,3876,873,0.0053,0.0186,0.0005,1145
1/31/2020,Stout Field,IN,Indianapolis-Carmel-Anderson,Marion County,Indianapolis,3892,801,-0.0021,0.0214,0.0115,1471
1/31/2020,Forest Manor,IN,Indianapolis-Carmel-Anderson,Marion County,Indianapolis,4055,801,0.0182,0.0354,0.0241,1696
1/31/2020,Roselawn,IN,Chicago-Naperville-Elgin,Jasper County,DeMotte,4062,1036,-0.012,-0.0283,0.0174,1153
1/31/2020,Acton,IN,Indianapolis-Carmel-Anderson,Marion County,Indianapolis,4074,1226,-0.0015,-0.0392,0.0586,1292
1/31/2020,Hamilton,IN,Fort Wayne,Allen County,Fort Wayne,4199,684,-0.0048,-0.0011,0.0568,1181
1/31/2020,Southeast Quality,IN,South Bend-Mishawaka,Saint Joseph County,South Bend,4231,730,0.0114,0.049,0.0325,1095
1/31/2020,North Central,IN,Indianapolis-Carmel-Anderson,Marion County,Indianapolis,4290,1391,-0.0185,-0.0331,-0.0462,1529
1/31/2020,Frances Slocum,IN,Fort Wayne,Allen County,Fort Wayne,4382,847,-0.0135,-0.0098,0.0171,1072
1/31/2020,Saint Lawrence-McCallister,IN,Lafayette-West Lafayette,Tippecanoe County,Lafayette,4485,918,0.0066,-0.0035,0.0548,1141
1/31/2020,Columbian Park,IN,Lafayette-West Lafayette,Tippecanoe County,Lafayette,4491,935,-0.0021,0.0183,0.0655,1019
1/31/2020,Southeast Side,IN,Evansville,Vanderburgh County,Evansville,4585,711,-0.0114,-0.0067,-0.0212,1080
1/31/2020,Presidents,IN,Evansville,Vanderburgh County,Evansville,4621,710,-0.0062,0.0105,-0.0205,1028
1/31/2020,New Bethel,IN,Indianapolis-Carmel-Anderson,Marion County,Indianapolis,4789,1217,-0.003,0.0484,0.0935,1021
1/31/2020,Southwest,KS,Wichita,Sedgwick County,Wichita,928,785,0.0186,0.007,0.0374,5004
1/31/2020,Chisholm Creek,KS,Wichita,Sedgwick County,Wichita,959,952,0.0079,0.0306,0.0888,4453
1/31/2020,South Central,KS,Wichita,Sedgwick County,Wichita,1178,676,0.0047,0.011,0.0056,4840
1/31/2020,Argentine,KS,Kansas City,Wyandotte County,Kansas City,1191,916,-0.027,-0.0368,0.0092,3106
1/31/2020,Rosedale,KS,Kansas City,Wyandotte County,Kansas City,1393,1053,0.004,-0.0174,-0.0016,3186
1/31/2020,Historic Midtown,KS,Wichita,Sedgwick County,Wichita,1836,728,-0.0035,0.0068,0.0109,2155
1/31/2020,South City Community,KS,Wichita,Sedgwick County,Wichita,2009,685,0.0021,0.0168,0.0349,2263
1/31/2020,Southwest Village,KS,Wichita,Sedgwick County,Wichita,2080,800,0.0022,0.0037,0.0249,1617
1/31/2020,Riverside,KS,Wichita,Sedgwick County,Wichita,2122,803,0.015,0.0179,0.0451,2087
1/31/2020,Muncie,KS,Kansas City,Wyandotte County,Kansas City,2156,996,-0.0013,-0.0585,-0.0318,1803
1/31/2020,Mahaffie-Westerfield,KS,Kansas City,Johnson County,Olathe,2263,1289,0.0034,0.0114,0.0409,1664
1/31/2020,Pueblo,KS,Wichita,Sedgwick County,Wichita,2297,757,-0.0009,-0.0072,-0.0091,2007
1/31/2020,Sunflower,KS,Wichita,Sedgwick County,Wichita,2313,795,0.0066,0.0254,0.0623,2527
1/31/2020,Westlink,KS,Wichita,Sedgwick County,Wichita,2316,1113,0.0135,0.0155,0.0292,2365
1/31/2020,Delano,KS,Wichita,Sedgwick County,Wichita,2523,745,0.0025,0.0112,0.0582,2129
1/31/2020,Central Highland Park,KS,Topeka,Shawnee County,Topeka,2566,714,0.0067,0.0514,0.0551,2187
1/31/2020,South Area,KS,Wichita,Sedgwick County,Wichita,2615,798,0.0004,0.0163,0.0342,1761
1/31/2020,Oakland,KS,Topeka,Shawnee County,Topeka,2727,768,0.0077,-0.0017,0.0315,2500
1/31/2020,Sunset Hills,KS,Lawrence,Douglas County,Lawrence,2923,982,0.0172,0.0185,0.0281,1513
1/31/2020,Highland Crest,KS,Topeka,Shawnee County,Topeka,2928,761,-0.0004,0.013,0.0447,2022
1/31/2020,Eastridge,KS,Wichita,Sedgwick County,Wichita,3015,833,0.024,0.0255,0.0643,1443
1/31/2020,College Hill,KS,Wichita,Sedgwick County,Wichita,3144,890,-0.005,-0.0159,-0.0183,1971
1/31/2020,North Riverside,KS,Wichita,Sedgwick County,Wichita,3362,842,-0.0016,-0.005,0.0716,1660
1/31/2020,Benjamin Hills,KS,Wichita,Sedgwick County,Wichita,3371,930,-0.0094,-0.0695,-0.0634,1574
1/31/2020,Stanley-Aley,KS,Wichita,Sedgwick County,Wichita,3594,692,-0.0091,-0.0102,0.0606,1809
1/31/2020,Shawnee Heights,KS,Kansas City,Wyandotte County,Kansas City,3600,877,-0.0263,-0.0335,-0.0209,1473
1/31/2020,Fairview,KS,Kansas City,Johnson County,Olathe,3682,1186,0.0018,-0.0149,-0.062,1207
1/31/2020,Orchard Park,KS,Wichita,Sedgwick County,Wichita,3716,813,0.002,-0.0037,-0.0162,1577
1/31/2020,Mead,KS,Wichita,Sedgwick County,Wichita,3989,769,0.0003,0.0036,0.0103,1376
1/31/2020,Quail Run,KS,Lawrence,Douglas County,Lawrence,3999,1220,0.0254,-0.0032,-0.0412,1461
1/31/2020,Mccormick,KS,Wichita,Sedgwick County,Wichita,4004,701,-0.0001,-0.0082,0.037,1215
1/31/2020,Fabrique,KS,Wichita,Sedgwick County,Wichita,4338,804,0.0028,0.0518,0.0611,1216
1/31/2020,Pinckeny,KS,Lawrence,Douglas County,Lawrence,4345,973,0.0124,0.0383,0.0219,1467
1/31/2020,Orchard Breeze,KS,Wichita,Sedgwick County,Wichita,4381,759,0.0066,0.0099,-0.0016,1389
1/31/2020,Milburn,KS,Kansas City,Johnson County,Overland Park,4602,1569,0.017,0.0124,0.044,1031
1/31/2020,Brook Creek,KS,Lawrence,Douglas County,Lawrence,4666,959,0.0142,0.0186,-0.0126,1151
1/31/2020,Okolona,KY,Louisville/Jefferson County,Jefferson County,Louisville,126,992,0.0049,0.0251,0.0459,16176
1/31/2020,Fern Creek,KY,Louisville/Jefferson County,Jefferson County,Louisville,254,1098,-0.0209,-0.0226,-0.0084,12885
1/31/2020,Highview,KY,Louisville/Jefferson County,Jefferson County,Louisville,451,1058,-0.0129,-0.0191,0.0058,9278
1/31/2020,Valley Station,KY,Louisville/Jefferson County,Jefferson County,Louisville,468,1096,0.0057,-0.0106,0.0572,8842
1/31/2020,Blueberry Hill-Brigadoon-Stoneybrook-Baralto,KY,Lexington-Fayette,Fayette County,Lexington,686,1057,0.0043,-0.0084,0.0411,5206
1/31/2020,Portland,KY,Louisville/Jefferson County,Jefferson County,Louisville,1092,765,-0.0049,0.004,-0.0118,3943
1/31/2020,Shawnee,KY,Louisville/Jefferson County,Jefferson County,Louisville,1265,773,-0.0135,0.012,0.0054,4700
1/31/2020,Reservoir,KY,Lexington-Fayette,Fayette County,Lexington,1355,1226,0.0073,0.0242,0.0106,3520
1/31/2020,Indian Hills-Stonewall Estates-Monticello,KY,Lexington-Fayette,Fayette County,Lexington,1362,1261,-0.0169,0.0107,0.061,4265
1/31/2020,Old Louisville,KY,Louisville/Jefferson County,Jefferson County,Louisville,1375,1018,0.0037,0.0094,0.065,1869
1/31/2020,Russell,KY,Louisville/Jefferson County,Jefferson County,Louisville,1526,787,-0.0089,-0.0109,-0.039,1809
1/31/2020,Southland-Deerfield-Open Gates,KY,Lexington-Fayette,Fayette County,Lexington,1542,1115,0.0107,-0.0141,0.0256,4030
1/31/2020,Crescent Hill,KY,Louisville/Jefferson County,Jefferson County,Louisville,1866,1255,0.0221,-0.0022,-0.0017,2621
1/31/2020,Beechmont,KY,Louisville/Jefferson County,Jefferson County,Louisville,1889,819,0.0148,0.0214,-0.0107,3233
1/31/2020,Algonquin,KY,Louisville/Jefferson County,Jefferson County,Louisville,1967,843,0.0047,0.0121,0.046,1543
1/31/2020,Duncan Park,KY,Lexington-Fayette,Fayette County,Lexington,1990,903,-0.0136,-0.0263,-0.0253,2492
1/31/2020,Seven Hills,KY,Owensboro,Daviess County,Owensboro,2000,829,-0.0098,0.0223,0.0444,2677
1/31/2020,Gardenside-Colony,KY,Lexington-Fayette,Fayette County,Lexington,2010,983,-0.0085,-0.0158,-0.043,2580
1/31/2020,Central Downtown,KY,Lexington-Fayette,Fayette County,Lexington,2085,1117,-0.0052,0.0046,0.0061,2285
1/31/2020,Taylor Berry,KY,Louisville/Jefferson County,Jefferson County,Louisville,2091,799,0.0245,0.0077,-0.0359,2712
1/31/2020,Bon Air,KY,Louisville/Jefferson County,Jefferson County,Louisville,2368,1009,-0.0222,-0.0364,-0.007,2531
1/31/2020,Midtown East,KY,Owensboro,Daviess County,Owensboro,2453,812,-0.0116,0.0217,0.0218,2393
1/31/2020,Fairway-Liberty Heights,KY,Lexington-Fayette,Fayette County,Lexington,2640,1105,-0.007,0.0159,0.075,2570
1/31/2020,Chevy Chase-Ashland Park,KY,Lexington-Fayette,Fayette County,Lexington,2656,1418,-0.0078,0.0111,0.0202,2130
1/31/2020,Klondike,KY,Louisville/Jefferson County,Jefferson County,Louisville,2662,1107,0.0073,-0.003,0.0535,1900
1/31/2020,Jacobs,KY,Louisville/Jefferson County,Jefferson County,Louisville,2716,751,0.0083,0.0305,-0.059,1331
1/31/2020,Shifley-York,KY,Owensboro,Daviess County,Owensboro,2718,884,-0.0164,-0.0214,-0.0419,2290
1/31/2020,Bashford Manor,KY,Louisville/Jefferson County,Jefferson County,Louisville,2933,926,-0.0018,0.0062,0.0149,1288
1/31/2020,Clifton Heights,KY,Louisville/Jefferson County,Jefferson County,Louisville,2935,1034,-0.0018,-0.0234,0.0289,1590
1/31/2020,Marriott's Griffin Gate Golf Club,KY,Lexington-Fayette,Fayette County,Lexington,2966,911,-0.009,-0.0029,0.0055,1715
1/31/2020,Kenawood-Rockwood-Hi-Acres-Deep Spring,KY,Lexington-Fayette,Fayette County,Lexington,2972,1042,-0.0064,-0.0032,0.0231,1991
1/31/2020,Iroquois,KY,Louisville/Jefferson County,Jefferson County,Louisville,3117,861,0.0022,-0.0317,-0.0587,1865
1/31/2020,South Louisville,KY,Louisville/Jefferson County,Jefferson County,Louisville,3165,874,0.0039,0.0133,0.0105,1334
1/31/2020,Brookhaven-Lansdowne,KY,Lexington-Fayette,Fayette County,Lexington,3233,1172,-0.0095,-0.0024,-0.003,1528
1/31/2020,Southeastern Hills,KY,Lexington-Fayette,Fayette County,Lexington,3273,1065,0.0001,0.0021,0.0176,1313
1/31/2020,Schnitzelburg,KY,Louisville/Jefferson County,Jefferson County,Louisville,3298,1083,-0.0074,-0.0068,0.0558,2113
1/31/2020,Cherokee Triangle,KY,Louisville/Jefferson County,Jefferson County,Louisville,3346,1312,-0.0029,-0.0362,-0.025,1447
1/31/2020,Dogwood Azalea,KY,Owensboro,Daviess County,Owensboro,3356,907,-0.0006,-0.0182,-0.0382,1974
1/31/2020,Audubon,KY,Louisville/Jefferson County,Jefferson County,Louisville,3411,1181,-0.0095,-0.0101,0.0009,1529
1/31/2020,Park Duvalle,KY,Louisville/Jefferson County,Jefferson County,Louisville,3422,837,0.0037,0.0013,-0.0186,1557
1/31/2020,Cloverleaf,KY,Louisville/Jefferson County,Jefferson County,Louisville,3434,1005,0.0142,-0.0067,0.008,1390
1/31/2020,Deer Park,KY,Louisville/Jefferson County,Jefferson County,Louisville,3445,1159,0.0287,0.0165,0.0049,1674
1/31/2020,Audobon-Bon Harbor,KY,Owensboro,Daviess County,Owensboro,3476,794,0.0154,0.0534,0.0002,1051
1/31/2020,Wyandotte,KY,Louisville/Jefferson County,Jefferson County,Louisville,3554,822,0.003,-0.0014,-0.0194,1860
1/31/2020,Iroquois Park,KY,Louisville/Jefferson County,Jefferson County,Louisville,3636,1027,-0.0069,0.0044,0.0402,1430
1/31/2020,Germantown,KY,Louisville/Jefferson County,Jefferson County,Louisville,3694,1041,-0.0144,0.0064,-0.0122,1807
1/31/2020,Southeast,KY,Owensboro,Daviess County,Owensboro,3703,843,0.0072,0.0273,0.0071,1526
1/31/2020,Castlewood Park,KY,Lexington-Fayette,Fayette County,Lexington,3713,844,-0.0107,-0.0411,-0.0291,1746
1/31/2020,Eastland Park-Dixie Plantation,KY,Lexington-Fayette,Fayette County,Lexington,3791,1153,-0.0061,-0.0151,-0.0186,1029
1/31/2020,Hikes Point,KY,Louisville/Jefferson County,Jefferson County,Louisville,3874,1255,-0.0002,0.004,0.0105,1666
1/31/2020,Saint Joseph,KY,Louisville/Jefferson County,Jefferson County,Louisville,4107,962,-0.0293,-0.0253,0.0146,1252
1/31/2020,Dugan Best,KY,Owensboro,Daviess County,Owensboro,4120,715,0.006,0.0018,-0.064,1825
1/31/2020,Twin Oaks,KY,Lexington-Fayette,Fayette County,Lexington,4167,1336,0.0058,0.0243,0.0586,1272
1/31/2020,Clifton,KY,Louisville/Jefferson County,Jefferson County,Louisville,4196,1089,-0.0051,-0.0172,0.0038,1638
1/31/2020,Highlands Douglas,KY,Louisville/Jefferson County,Jefferson County,Louisville,4214,1131,0.0034,0.0139,-0.046,1268
1/31/2020,Tyler Park,KY,Louisville/Jefferson County,Jefferson County,Louisville,4286,1120,0.0145,-0.0174,0.0236,1029
1/31/2020,River Park,KY,Lexington-Fayette,Fayette County,Lexington,4346,903,-0.0149,-0.0119,0.0127,1015
1/31/2020,Hayfield Dundee,KY,Louisville/Jefferson County,Jefferson County,Louisville,4483,1195,-0.0095,-0.0429,-0.033,1226
1/31/2020,Elkhorn Parks-Radcliff,KY,Lexington-Fayette,Fayette County,Lexington,4529,1198,-0.005,-0.013,-0.009,1036
1/31/2020,Warrenton-Harmitage Hills-Pinehurst,KY,Lexington-Fayette,Fayette County,Lexington,4542,1006,-0.0069,-0.0275,0.0336,1076
1/31/2020,Brownsboro Zorn,KY,Louisville/Jefferson County,Jefferson County,Louisville,4592,1267,0.0002,-0.0212,-0.0149,1492
1/31/2020,Old Aurora,LA,New Orleans-Metairie,Orleans Parish,New Orleans,622,1252,0.0108,0.0138,-0.0289,5193
1/31/2020,"Broadmoor, Anderson Island, Shreve Isle.",LA,Shreveport-Bossier City,Caddo Parish,Shreveport,638,875,-0.0194,-0.0256,-0.0142,1079
1/31/2020,South Campus,LA,Baton Rouge,East Baton Rouge Parish,Baton Rouge,766,1150,0.014,-0.0146,0.0137,3057
1/31/2020,Jefferson,LA,Baton Rouge,East Baton Rouge Parish,Baton Rouge,802,1158,0.0032,0.0466,-0.0693,5597
1/31/2020,South Burbank,LA,Baton Rouge,East Baton Rouge Parish,Baton Rouge,841,1056,0.0279,0.0172,-0.0493,4221
1/31/2020,Mid-City,LA,New Orleans-Metairie,Orleans Parish,New Orleans,862,1475,-0.002,0.0018,0.0344,4150
1/31/2020,Central City,LA,New Orleans-Metairie,Orleans Parish,New Orleans,965,1383,0.0046,-0.0484,-0.0491,3938
1/31/2020,Gentilly Terrace,LA,New Orleans-Metairie,Orleans Parish,New Orleans,1343,1212,-0.0034,-0.0171,-0.035,3581
1/31/2020,Sherwood Forest,LA,Baton Rouge,East Baton Rouge Parish,Baton Rouge,1388,1174,0.0051,-0.0024,-0.0673,1683
1/31/2020,Read Blvd. East,LA,New Orleans-Metairie,Orleans Parish,New Orleans,1581,1268,-0.0126,0.0177,0.039,2899
1/31/2020,Kleinpeter,LA,Baton Rouge,East Baton Rouge Parish,Baton Rouge,1632,1178,0.0012,0.0004,-0.0559,2434
1/31/2020,Behrman,LA,New Orleans-Metairie,Orleans Parish,New Orleans,1676,1203,-0.0037,-0.0238,-0.0573,2655
1/31/2020,Lakeview,LA,New Orleans-Metairie,Orleans Parish,New Orleans,1767,1693,0.0137,0.0387,0.0671,3804
1/31/2020,Nicholson,LA,Baton Rouge,East Baton Rouge Parish,Baton Rouge,1802,1508,0.0008,-0.0092,-0.0716,3651
1/31/2020,Leonidas,LA,New Orleans-Metairie,Orleans Parish,New Orleans,1986,1384,-0.0073,-0.0513,-0.0185,2880
1/31/2020,Broadmoor,LA,New Orleans-Metairie,Orleans Parish,New Orleans,2034,1518,0.001,-0.037,-0.0275,2266
1/31/2020,Inniswold,LA,Baton Rouge,East Baton Rouge Parish,Baton Rouge,2044,1214,0.0086,0.0239,-0.0145,1575
1/31/2020,Bocage,LA,Baton Rouge,East Baton Rouge Parish,Baton Rouge,2049,1201,-0.0194,-0.0212,-0.0096,1266
1/31/2020,Mayfair,LA,Baton Rouge,East Baton Rouge Parish,Baton Rouge,2197,1304,0.0026,0.0341,0.0547,1053
1/31/2020,Uptown,LA,New Orleans-Metairie,Orleans Parish,New Orleans,2212,1849,0.0152,0.0552,0.1417,2595
1/31/2020,North Monroe,LA,Monroe,Ouachita Parish,Monroe,2319,1186,0.0045,0.0135,0.0035,3297
1/31/2020,Marlyville-Fontainebleau,LA,New Orleans-Metairie,Orleans Parish,New Orleans,2466,1568,0.0009,-0.0379,0.0077,2319
1/31/2020,Millerville,LA,Baton Rouge,East Baton Rouge Parish,Baton Rouge,2502,1101,-0.0204,-0.0174,-0.0773,1567
1/31/2020,Holly Grove,LA,New Orleans-Metairie,Orleans Parish,New Orleans,2518,1226,-0.0116,-0.0573,-0.0419,1925
1/31/2020,St. Claude,LA,New Orleans-Metairie,Orleans Parish,New Orleans,2625,1204,-0.005,-0.0348,-0.0345,2670
1/31/2020,Fairgrounds,LA,New Orleans-Metairie,Orleans Parish,New Orleans,2652,1399,0.0012,-0.0194,0.0236,1960
1/31/2020,Lower Garden District,LA,New Orleans-Metairie,Orleans Parish,New Orleans,2669,1666,-0.0106,0.0162,0.0631,2622
1/31/2020,Milan,LA,New Orleans-Metairie,Orleans Parish,New Orleans,2776,1535,-0.0032,-0.0221,0.019,2292
1/31/2020,Westminster,LA,Baton Rouge,East Baton Rouge Parish,Baton Rouge,2976,1229,-0.0129,0.0159,0.0095,1093
1/31/2020,West Riverside,LA,New Orleans-Metairie,Orleans Parish,New Orleans,2978,1697,0.0129,0.0728,0.0778,2029
1/31/2020,Read Blvd. West,LA,New Orleans-Metairie,Orleans Parish,New Orleans,3058,1304,0.0266,0.0621,0.0689,1764
1/31/2020,St. Anthony,LA,New Orleans-Metairie,Orleans Parish,New Orleans,3064,1215,-0.0035,-0.0237,-0.0286,1533
1/31/2020,Milneburg,LA,New Orleans-Metairie,Orleans Parish,New Orleans,3100,1213,-0.0137,-0.0329,-0.0491,1642
1/31/2020,Treme' Lafitte,LA,New Orleans-Metairie,Orleans Parish,New Orleans,3167,1420,-0.0021,-0.0027,0.0111,1895
